,SENADOR,UF,PARTIDO,VOTO,file
28,Zequinha Marinho                                               ,PA,PL,AP,PL 5284_2020.pdf
0,       ,PL,5284/2020,"Ementa:          Altera as Leis nºs 8.906, de 4 de julho de 1994 (Estatuto da Advocacia), e 13.105,",PL 5284_2020.pdf
0,      ,PL,827/2020,Ementa:         Estabelece medidas excepcionais em razão da Emergência em Saúde Pública de,PL 827_2020.pdf
2,Acir Gurgacz                                                  ,RO,PDT,Sim,PL 827_2020.pdf
3,Alessandro Vieira                                              ,SE,CIDADANIA,P-NRV,PL 827_2020.pdf
4,Alvaro Dias                                                    ,PR,PODEMOS,P-NRV,PL 827_2020.pdf
5,Angelo Coronel                                                ,BA,PSD,Não,PL 827_2020.pdf
6,Antonio Anastasia                                             ,MG,PSD,Sim,PL 827_2020.pdf
7,Carlos Fávaro                                                 ,MT,PSD,Sim,PL 827_2020.pdf
8,Carlos Portinho                                                ,RJ,PL,Não,PL 827_2020.pdf
9,Carlos Viana                                                  ,MG,PSD,Sim,PL 827_2020.pdf
10,Chico Rodrigues                                               ,RR,DEM,Sim,PL 827_2020.pdf
11,Cid Gomes                                                     ,CE,PDT,AP,PL 827_2020.pdf
12,Ciro Nogueira                                                  ,PI,PP,Sim,PL 827_2020.pdf
13,Confúcio Moura                                                ,RO,MDB,Sim,PL 827_2020.pdf
14,Daniella Ribeiro                                               ,PB,PP,Sim,PL 827_2020.pdf
15,Dário Berger                                                   ,SC,MDB,Não,PL 827_2020.pdf
16,Davi Alcolumbre                                               ,AP,DEM,P-NRV,PL 827_2020.pdf
17,Eduardo Braga                                                 ,AM,MDB,P-NRV,PL 827_2020.pdf
18,Eduardo Girão                                                 ,CE,PODEMOS,Sim,PL 827_2020.pdf
19,Eduardo Gomes                                                 ,TO,MDB,Sim,PL 827_2020.pdf
20,Eliziane Gama                                                 ,MA,CIDADANIA,Não,PL 827_2020.pdf
21,Elmano Férrer                                                  ,PI,PP,Sim,PL 827_2020.pdf
22,Esperidião Amin                                                ,SC,PP,Sim,PL 827_2020.pdf
23,Fabiano Contarato                                              ,ES,REDE,Não,PL 827_2020.pdf
24,Fernando Bezerra Coelho                                        ,PE,MDB,Sim,PL 827_2020.pdf
25,Fernando Collor                                               ,AL,PROS,Sim,PL 827_2020.pdf
26,Flávio Arns                                                    ,PR,PODEMOS,Não,PL 827_2020.pdf
27,Flávio Bolsonaro                                               ,RJ,PATRIOTA,Sim,PL 827_2020.pdf
28,Giordano                                                       ,SP,PSL,Sim,PL 827_2020.pdf
0,      ,PL,827/2020,Ementa:        Estabelece medidas excepcionais em razão da Emergência em Saúde Pública de,PL 827_2020.pdf
2,Humberto Costa                                                 ,PE,PT,Não,PL 827_2020.pdf
3,Irajá                                                          ,TO,PSD,AP,PL 827_2020.pdf
4,Izalci Lucas                                                   ,DF,PSDB,Sim,PL 827_2020.pdf
5,Jader Barbalho                                                 ,PA,MDB,Não,PL 827_2020.pdf
6,Jaques Wagner                                                  ,BA,PT,Não,PL 827_2020.pdf
7,Jarbas Vasconcelos                                             ,PE,MDB,Não,PL 827_2020.pdf
8,Jayme Campos                                                   ,MT,DEM,Sim,PL 827_2020.pdf
9,Paul Prates                                               ,RN,PT,Não,PL 827_2020.pdf
10,Jorge Kajuru                                                   ,GO,PODEMOS,Não,PL 827_2020.pdf
11,Jorginho Mello                                                 ,SC,PL,Sim,PL 827_2020.pdf
12,José Serra                                                     ,SP,PSDB,LS,PL 827_2020.pdf
13,Kátia Abreu                                                    ,TO,PP,Sim,PL 827_2020.pdf
14,Lasier Martins                                                 ,RS,PODEMOS,Sim,PL 827_2020.pdf
15,Leila Barros                                                   ,DF,PSB,Não,PL 827_2020.pdf
16,Lucas Barreto                                                  ,AP,PSD,Sim,PL 827_2020.pdf
17,Luis Carlos Heinze                                             ,RS,PP,Sim,PL 827_2020.pdf
18,Luiz Carlos do Carmo                                           ,GO,MDB,Sim,PL 827_2020.pdf
19,Mailza Gomes                                                   ,AC,PP,Sim,PL 827_2020.pdf
20,Mara Gabrilli                                                  ,SP,PSDB,Não,PL 827_2020.pdf
21,Marcelo Castro                                                 ,PI,MDB,Não,PL 827_2020.pdf
22,Marcio Bittar                                                  ,AC,MDB,Sim,PL 827_2020.pdf
23,Marcos do Val                                                  ,ES,PODEMOS,Sim,PL 827_2020.pdf
24,Marcos Rogério                                                 ,RO,DEM,Sim,PL 827_2020.pdf
25,Maria do Carmo Alves                                           ,SE,DEM,NCom,PL 827_2020.pdf
26,Mecias de Jesus                                                ,RR,REPUBLICANOS,Sim,PL 827_2020.pdf
27,Nelsinho Trad                                                  ,MS,PSD,Sim,PL 827_2020.pdf
28,Nilda Gondim                                                   ,PB,MDB,Não,PL 827_2020.pdf
0,      ,PL,827/2020,Ementa:         Estabelece medidas excepcionais em razão da Emergência em Saúde Pública de,PL 827_2020.pdf
2,Omar Aziz                                                     ,AM,PSD,P-NRV,PL 827_2020.pdf
3,Oriovisto Guimarães                                            ,PR,PODEMOS,Sim,PL 827_2020.pdf
4,Otto Alencar                                                   ,BA,PSD,Sim,PL 827_2020.pdf
5,Paulo Paim                                                     ,RS,PT,Não,PL 827_2020.pdf
6,Paulo Rocha                                                    ,PA,PT,Não,PL 827_2020.pdf
7,Plínio Valério                                                ,AM,PSDB,Sim,PL 827_2020.pdf
8,Randolfe Rodrigues                                             ,AP,REDE,Não,PL 827_2020.pdf
9,Reguffe                                                        ,DF,PODEMOS,Não,PL 827_2020.pdf
10,Renan Calheiros                                                ,AL,MDB,AP,PL 827_2020.pdf
11,Roberto Rocha                                                 ,MA,PSDB,Sim,PL 827_2020.pdf
12,Rodrigo Cunha                                                  ,AL,PSDB,Sim,PL 827_2020.pdf
13,Rodrigo Pacheco                                               ,MG,DEM,Presidente (art. 51 RISF),PL 827_2020.pdf
14,Rogério Carvalho                                               ,SE,PT,Não,PL 827_2020.pdf
15,Romário                                                        ,RJ,PL,Não,PL 827_2020.pdf
16,Rose de Freitas                                                ,ES,MDB,Não,PL 827_2020.pdf
17,Sérgio Petecão                                                 ,AC,PSD,Sim,PL 827_2020.pdf
18,Simone Tebet                                                  ,MS,MDB,Sim,PL 827_2020.pdf
19,Soraya Thronicke                                              ,MS,PSL,Sim,PL 827_2020.pdf
20,Styvenson Valentim                                             ,RN,PODEMOS,Sim,PL 827_2020.pdf
21,Tasso Jereissati                                               ,CE,PSDB,Não,PL 827_2020.pdf
22,Telmário Mota                                                  ,RR,PROS,Sim,PL 827_2020.pdf
23,Vanderlan Cardoso                                             ,GO,PSD,Sim,PL 827_2020.pdf
24,Veneziano Vital do Rêgo                                        ,PB,MDB,Não,PL 827_2020.pdf
25,Wellington Fagundes                                           ,MT,PL,Sim,PL 827_2020.pdf
26,Weverton                                                      ,MA,PDT,Não,PL 827_2020.pdf
27,Zenaide Maia                                                   ,RN,PROS,Não,PL 827_2020.pdf
28,Zequinha Marinho                                               ,PA,PSC,Sim,PL 827_2020.pdf
0,       ,PL,827/2020,Ementa:          Estabelece medidas excepcionais em razão da Emergência em Saúde Pública de,PL 827_2020.pdf
1,Acir Gurgacz                                                   ,RO,PDT,Sim,PLP 11_2020.pdf
2,Alessandro Vieira                                              ,SE,CIDADANIA,Sim,PLP 11_2020.pdf
3,Alexandre Silveira                                            ,MG,PSD,Sim,PLP 11_2020.pdf
4,Alvaro Dias                                                    ,PR,PODEMOS,Não,PLP 11_2020.pdf
5,Angelo Coronel                                                 ,BA,PSD,Sim,PLP 11_2020.pdf
6,Carlos Fávaro                                                 ,MT,PSD,P-NRV,PLP 11_2020.pdf
7,Carlos Portinho                                                ,RJ,PL,Sim,PLP 11_2020.pdf
8,Carlos Viana                                                  ,MG,MDB,Sim,PLP 11_2020.pdf
9,Chico Rodrigues                                                ,RR,DEM,Sim,PLP 11_2020.pdf
10,Cid Gomes                                                      ,CE,PDT,P-NRV,PLP 11_2020.pdf
11,Confúcio Moura                                                 ,RO,MDB,Sim,PLP 11_2020.pdf
12,Daniella Ribeiro                                               ,PB,PP,Sim,PLP 11_2020.pdf
13,Dário Berger                                                   ,SC,MDB,Sim,PLP 11_2020.pdf
14,Davi Alcolumbre                                                ,AP,DEM,Sim,PLP 11_2020.pdf
15,Eduardo Braga                                                 ,AM,MDB,Sim,PLP 11_2020.pdf
16,Eduardo Girão                                                  ,CE,PODEMOS,Não,PLP 11_2020.pdf
17,Eduardo Gomes                                                  ,TO,MDB,Sim,PLP 11_2020.pdf
18,Eliane Nogueira                                                ,PI,PP,Sim,PLP 11_2020.pdf
19,Eliziane Gama                                                 ,MA,CIDADANIA,Sim,PLP 11_2020.pdf
20,Elmano Férrer                                                  ,PI,PP,AP,PLP 11_2020.pdf
21,Esperidião Amin                                                ,SC,PP,Sim,PLP 11_2020.pdf
22,Fabiano Contarato                                              ,ES,PT,Sim,PLP 11_2020.pdf
23,Fernando Bezerra Coelho                                        ,PE,MDB,Sim,PLP 11_2020.pdf
24,Fernando Collor                                                ,AL,PROS,Sim,PLP 11_2020.pdf
25,Flávio Arns                                                    ,PR,PODEMOS,Não,PLP 11_2020.pdf
26,Flávio Bolsonaro                                               ,RJ,PL,Sim,PLP 11_2020.pdf
27,Giordano                                                       ,SP,MDB,Sim,PLP 11_2020.pdf
1,Humberto Costa                                                 ,PE,PT,AP,PLP 11_2020.pdf
2,Irajá                                                          ,TO,PSD,P-NRV,PLP 11_2020.pdf
3,Izalci Lucas                                                   ,DF,PSDB,P-NRV,PLP 11_2020.pdf
4,Jader Barbalho                                                 ,PA,MDB,P-NRV,PLP 11_2020.pdf
5,Jaques Wagner                                                  ,BA,PT,Sim,PLP 11_2020.pdf
6,Jarbas Vasconcelos                                             ,PE,MDB,Sim,PLP 11_2020.pdf
7,Jayme Campos                                                  ,MT,DEM,AP,PLP 11_2020.pdf
8,Paul Prates                                               ,RN,PT,Sim,PLP 11_2020.pdf
9,Jorge Kajuru                                                  ,GO,PODEMOS,Não,PLP 11_2020.pdf
10,Jorginho Mello                                                 ,SC,PL,Sim,PLP 11_2020.pdf
11,José Serra                                                     ,SP,PSDB,Não,PLP 11_2020.pdf
12,Kátia Abreu                                                    ,TO,PP,P-NRV,PLP 11_2020.pdf
13,Lasier Martins                                                 ,RS,PODEMOS,Não,PLP 11_2020.pdf
